Stop_name,Train_Line,Pax_annual,Pax_annual_norm,Pax_AM_peak,Pax_AM_peak_norm,Bike_Path_Dist_m,Bike_Path_Dist_m_norm
Nunawading,Lilydale Line,758050,0.03848798826334128,1250,0.3157894736842105,9.61039825637404,0.00321175556893474
Mitcham,Belgrave Line,925550,0.047020498400472725,1600,0.40789473684210525,33.04518419661333,0.011410864669621098
Mitcham,Lilydale Line,925550,0.047020498400472725,1600,0.40789473684210525,33.04518419661333,0.011410864669621098
Heatherdale,Belgrave Line,448700,0.02272958819813762,900,0.2236842105263158,12.865384827458286,0.004350575018177647
Heatherdale,Lilydale Line,448700,0.02272958819813762,900,0.2236842105263158,12.865384827458286,0.004350575018177647
Ringwood,Belgrave Line,1514250,0.07700908776005053,1300,0.32894736842105265,39.20724294655856,0.013566779048548173
Ringwood,Lilydale Line,1514250,0.07700908776005053,1300,0.32894736842105265,39.20724294655856,0.013566779048548173
Auburn,Alamein Line,650000,0.03298388247040365,950,0.23684210526315788,292.89841807496987,0.1023254998691035
Auburn,Belgrave Line,650000,0.03298388247040365,950,0.23684210526315788,292.89841807496987,0.1023254998691035
Auburn,Lilydale Line,650000,0.03298388247040365,950,0.23684210526315788,292.89841807496987,0.1023254998691035
Glenferrie,Alamein Line,1978650,0.10066579049249139,1050,0.2631578947368421,76.01540662299614,0.026444820714840042
Glenferrie,Belgrave Line,1978650,0.10066579049249139,1050,0.2631578947368421,76.01540662299614,0.026444820714840042
Glenferrie,Lilydale Line,1978650,0.10066579049249139,1050,0.2631578947368421,76.01540662299614,0.026444820714840042
Hawthorn,Alamein Line,531400,0.02694235588972431,700,0.17105263157894737,33.09903881753213,0.011429706741130323
Hawthorn,Belgrave Line,531400,0.02694235588972431,700,0.17105263157894737,33.09903881753213,0.011429706741130323
